BUYER_COUNTY,BUYER_STATE,year,count,DOSAGE_UNIT,countyfips
ABBEVILLE,SC,2006,877,363620,45001
ABBEVILLE,SC,2007,908,402940,45001
ABBEVILLE,SC,2008,871,424590,45001
ABBEVILLE,SC,2009,930,467230,45001
ABBEVILLE,SC,2010,1197,539280,45001
ABBEVILLE,SC,2011,1327,566560,45001
ABBEVILLE,SC,2012,1509,589010,45001
ACADIA,LA,2006,5802,1969720,22001
ACADIA,LA,2007,5660,2207310,22001
ACADIA,LA,2008,5703,2246900,22001
ACADIA,LA,2009,6070,2537240,22001
ACADIA,LA,2010,6266,2679687,22001
ACADIA,LA,2011,6499,2806270,22001
ACADIA,LA,2012,7151,2640841,22001
ACCOMACK,VA,2006,1410,487300,51001
ACCOMACK,VA,2007,1826,614000,51001
ACCOMACK,VA,2008,1881,691600,51001
ACCOMACK,VA,2009,1825,702600,51001
ACCOMACK,VA,2010,2336,800550,51001
ACCOMACK,VA,2011,2588,918550,51001
ACCOMACK,VA,2012,2510,839370,51001
ADA,ID,2006,26077,11094634,16001
ADA,ID,2007,24750,10826747,16001
ADA,ID,2008,26294,11817954,16001
ADA,ID,2009,28967,13061399,16001
ADA,ID,2010,34885,16145256,16001
ADA,ID,2011,36742,18138918,16001
ADA,ID,2012,38273,18992237,16001
ADAIR,IA,2006,349,135525,19001
ADAIR,IA,2007,412,159700,19001
ADAIR,IA,2008,567,183800,19001
ADAIR,IA,2009,716,217900,19001
ADAIR,IA,2010,762,222100,19001
ADAIR,IA,2011,842,233600,19001
ADAIR,IA,2012,811,232420,19001
ADAIR,KY,2006,1611,694990,21001
ADAIR,KY,2007,1804,691730,21001
ADAIR,KY,2008,2132,822920,21001
ADAIR,KY,2009,2326,897770,21001
ADAIR,KY,2010,2809,1033160,21001
ADAIR,KY,2011,3137,1212510,21001
ADAIR,KY,2012,3033,1189460,21001
ADAIR,MO,2006,2564,879240,29001
ADAIR,MO,2007,3151,972670,29001
ADAIR,MO,2008,3353,1061390,29001
ADAIR,MO,2009,3569,1213050,29001
ADAIR,MO,2010,4069,1332110,29001
ADAIR,MO,2011,4283,1564110,29001
ADAIR,MO,2012,4215,1638990,29001
ADAIR,OK,2006,1771,504500,40001
ADAIR,OK,2007,2167,629600,40001
ADAIR,OK,2008,2582,772100,40001
ADAIR,OK,2009,2843,886270,40001
ADAIR,OK,2010,2925,1027450,40001
ADAIR,OK,2011,3320,1229120,40001
ADAIR,OK,2012,3150,1238760,40001
ADAMS,CO,2006,21926,7797330,08001
ADAMS,CO,2007,25592,8682060,08001
ADAMS,CO,2008,28572,9949801,08001
ADAMS,CO,2009,30590,11083342,08001
ADAMS,CO,2010,33105,12211810,08001
ADAMS,CO,2011,34205,13476740,08001
ADAMS,CO,2012,34503,13647534,08001
ADAMS,IA,2006,143,71400,19003
ADAMS,IA,2007,167,87500,19003
ADAMS,IA,2008,207,93900,19003
ADAMS,IA,2009,210,91400,19003
ADAMS,IA,2010,133,62400,19003
ADAMS,IA,2011,162,60300,19003
ADAMS,IA,2012,172,68600,19003
ADAMS,ID,2006,21,2800,16003
ADAMS,ID,2007,13,1900,16003
ADAMS,ID,2008,6,1200,16003
ADAMS,ID,2009,6,1200,16003
ADAMS,ID,2010,7,1400,16003
ADAMS,ID,2011,6,1100,16003
ADAMS,ID,2012,6,1400,16003
ADAMS,IL,2006,4658,1852330,17001
ADAMS,IL,2007,5161,2239600,17001
ADAMS,IL,2008,5865,2532330,17001
ADAMS,IL,2009,6692,2887380,17001
ADAMS,IL,2010,7685,3270000,17001
ADAMS,IL,2011,8431,3508530,17001
ADAMS,IL,2012,7860,3494230,17001
ADAMS,IN,2006,1475,434320,18001
ADAMS,IN,2007,1806,543000,18001
ADAMS,IN,2008,1799,601900,18001
ADAMS,IN,2009,1981,688900,18001
ADAMS,IN,2010,2213,766770,18001
ADAMS,IN,2011,2575,930900,18001
ADAMS,IN,2012,2807,999150,18001
ADAMS,MS,2006,5353,1932890,28001
ADAMS,MS,2007,5202,2136140,28001
ADAMS,MS,2008,5044,2341500,28001
ADAMS,MS,2009,4986,2395730,28001
ADAMS,MS,2010,5409,2466920,28001
ADAMS,MS,2011,5882,2755400,28001
ADAMS,MS,2012,5680,2688760,28001
ADAMS,ND,2006,339,81900,38001
ADAMS,ND,2007,381,102320,38001
ADAMS,ND,2008,306,99100,38001
ADAMS,ND,2009,334,114200,38001
ADAMS,ND,2010,368,115650,38001
ADAMS,ND,2011,398,122510,38001
ADAMS,ND,2012,358,122590,38001
ADAMS,NE,2006,2028,563140,31001
ADAMS,NE,2007,2326,664320,31001
ADAMS,NE,2008,2466,740400,31001
ADAMS,NE,2009,2458,809260,31001
ADAMS,NE,2010,2689,834173,31001
ADAMS,NE,2011,3234,954060,31001
ADAMS,NE,2012,3018,971680,31001
ADAMS,OH,2006,3515,1553880,39001
ADAMS,OH,2007,3846,1652200,39001
ADAMS,OH,2008,4161,1825870,39001
ADAMS,OH,2009,4036,1870210,39001
ADAMS,OH,2010,4101,1820320,39001
ADAMS,OH,2011,3977,1792820,39001
ADAMS,OH,2012,3594,1656790,39001
ADAMS,PA,2006,5424,1882950,42001
ADAMS,PA,2007,5511,2009450,42001
ADAMS,PA,2008,5678,2123800,42001
ADAMS,PA,2009,6448,2400900,42001
ADAMS,PA,2010,7134,2599340,42001
ADAMS,PA,2011,7899,2922910,42001
ADAMS,PA,2012,8334,3022160,42001
ADAMS,WA,2006,1104,370200,53001
ADAMS,WA,2007,1176,443500,53001
ADAMS,WA,2008,1455,451600,53001
ADAMS,WA,2009,1575,521320,53001
ADAMS,WA,2010,1822,542500,53001
ADAMS,WA,2011,1899,601300,53001
ADAMS,WA,2012,2051,609630,53001
ADAMS,WI,2006,1250,349900,55001
ADAMS,WI,2007,1493,445200,55001
ADAMS,WI,2008,1584,481500,55001
ADAMS,WI,2009,1774,515600,55001
ADAMS,WI,2010,1941,613200,55001
ADAMS,WI,2011,1867,615950,55001
ADAMS,WI,2012,1746,626470,55001
ADDISON,VT,2006,2684,767400,50001
ADDISON,VT,2007,2735,844900,50001
ADDISON,VT,2008,2815,856050,50001
ADDISON,VT,2009,3151,915270,50001
ADDISON,VT,2010,2890,868380,50001
ADDISON,VT,2011,2606,827640,50001
ADDISON,VT,2012,2582,753100,50001
ADJUNTAS,PR,2006,147,102800,NA
ADJUNTAS,PR,2007,153,104800,NA
ADJUNTAS,PR,2008,153,45400,NA
ADJUNTAS,PR,2009,184,54200,NA
ADJUNTAS,PR,2010,190,56200,NA
ADJUNTAS,PR,2011,186,65530,NA
ADJUNTAS,PR,2012,138,57330,NA
AGUADA,PR,2006,160,49200,NA
AGUADA,PR,2007,109,49500,NA
AGUADA,PR,2008,64,38300,NA
AGUADA,PR,2009,83,42500,NA
AGUADA,PR,2010,103,50200,NA
AGUADA,PR,2011,106,53730,NA
AGUADA,PR,2012,98,46690,NA
AGUADILLA,PR,2006,515,192200,NA
AGUADILLA,PR,2007,496,184800,NA
AGUADILLA,PR,2008,399,163000,NA
AGUADILLA,PR,2009,418,195130,NA
AGUADILLA,PR,2010,511,254490,NA
AGUADILLA,PR,2011,464,257380,NA
AGUADILLA,PR,2012,450,239100,NA
AGUAS BUENAS,PR,2006,67,28500,NA
AGUAS BUENAS,PR,2007,58,29400,NA
AGUAS BUENAS,PR,2008,63,28700,NA
AGUAS BUENAS,PR,2009,32,19200,NA
AGUAS BUENAS,PR,2010,48,25600,NA
AGUAS BUENAS,PR,2011,58,25360,NA
AGUAS BUENAS,PR,2012,75,27800,NA
AIBONITO,PR,2006,230,190700,NA
AIBONITO,PR,2007,205,195000,NA
AIBONITO,PR,2008,153,147000,NA
AIBONITO,PR,2009,144,136800,NA
AIBONITO,PR,2010,155,175430,NA
AIBONITO,PR,2011,142,193500,NA
AIBONITO,PR,2012,130,222900,NA
AIKEN,SC,2006,10862,3236270,45003
AIKEN,SC,2007,12918,4039800,45003
AIKEN,SC,2008,15537,4765559,45003
AIKEN,SC,2009,16947,5524405,45003
AIKEN,SC,2010,19176,6292900,45003
AIKEN,SC,2011,20160,6950170,45003
AIKEN,SC,2012,20090,7231700,45003
AITKIN,MN,2006,1227,357900,27001
AITKIN,MN,2007,1456,394400,27001
AITKIN,MN,2008,1481,457700,27001
AITKIN,MN,2009,1787,530300,27001
AITKIN,MN,2010,2158,580320,27001
AITKIN,MN,2011,2261,645080,27001
AITKIN,MN,2012,2350,677990,27001
ALACHUA,FL,2006,21443,7333056,12001
ALACHUA,FL,2007,22408,8139364,12001
ALACHUA,FL,2008,24039,9100379,12001
ALACHUA,FL,2009,24680,10139373,12001
ALACHUA,FL,2010,24074,10072070,12001
ALACHUA,FL,2011,23938,9909269,12001
ALACHUA,FL,2012,22691,8914630,12001
ALAMANCE,NC,2006,10834,4177597,37001
ALAMANCE,NC,2007,13090,5045760,37001
ALAMANCE,NC,2008,13638,5302980,37001
ALAMANCE,NC,2009,13963,5518180,37001
ALAMANCE,NC,2010,14503,5529390,37001
ALAMANCE,NC,2011,15997,6057440,37001
ALAMANCE,NC,2012,16051,6259710,37001
ALAMEDA,CA,2006,60445,66857939.5,06001
ALAMEDA,CA,2007,64708,96467853,06001
ALAMEDA,CA,2008,67102,86350792,06001
ALAMEDA,CA,2009,70069,90206049,06001
ALAMEDA,CA,2010,75398,89812643,06001
ALAMEDA,CA,2011,78123,93580762.6,06001
ALAMEDA,CA,2012,78170,94249163,06001
ALAMOSA,CO,2006,2546,966860,08003
ALAMOSA,CO,2007,2915,1098870,08003
ALAMOSA,CO,2008,3120,1208420,08003
ALAMOSA,CO,2009,3246,1378550,08003
ALAMOSA,CO,2010,3338,1381550,08003
ALAMOSA,CO,2011,3762,1627300,08003
ALAMOSA,CO,2012,4089,1815260,08003
ALBANY,NY,2006,15696,5709650,36001
ALBANY,NY,2007,18424,6550620,36001
ALBANY,NY,2008,20264,7198950,36001
ALBANY,NY,2009,20641,7998520,36001
ALBANY,NY,2010,21543,8191200,36001
ALBANY,NY,2011,21103,8563320,36001
ALBANY,NY,2012,21094,8547470,36001
ALBANY,WY,2006,2489,599500,56001
ALBANY,WY,2007,2635,592810,56001
ALBANY,WY,2008,2399,557030,56001
ALBANY,WY,2009,2511,610170,56001
ALBANY,WY,2010,3187,702600,56001
ALBANY,WY,2011,3058,704600,56001
ALBANY,WY,2012,2713,718980,56001
ALBEMARLE,VA,2006,5017,2033730,51003
ALBEMARLE,VA,2007,5544,2223650,51003
ALBEMARLE,VA,2008,5865,2481080,51003
ALBEMARLE,VA,2009,6020,2714890,51003
ALBEMARLE,VA,2010,5916,2472100,51003
ALBEMARLE,VA,2011,5780,2576440,51003
ALBEMARLE,VA,2012,5947,2586240,51003
ALCONA,MI,2006,981,235100,26001
ALCONA,MI,2007,979,243500,26001
ALCONA,MI,2008,1027,262440,26001
ALCONA,MI,2009,1126,291760,26001
ALCONA,MI,2010,1158,291230,26001
ALCONA,MI,2011,1395,369300,26001
ALCONA,MI,2012,1249,427200,26001
ALCORN,MS,2006,3663,2396510,28003
ALCORN,MS,2007,4063,2608940,28003
ALCORN,MS,2008,4200,2825610,28003
ALCORN,MS,2009,4844,3196830,28003
ALCORN,MS,2010,5144,3423770,28003
ALCORN,MS,2011,5687,3920010,28003
ALCORN,MS,2012,6238,3885460,28003
ALEUTIANS EAST,AK,2006,1,300,02013
ALEUTIANS EAST,AK,2007,1,100,02013
ALEUTIANS WEST,AK,2006,34,26700,02016
ALEUTIANS WEST,AK,2007,38,33500,02016
ALEUTIANS WEST,AK,2008,39,30000,02016
ALEUTIANS WEST,AK,2009,40,29900,02016
ALEUTIANS WEST,AK,2010,37,26100,02016
ALEUTIANS WEST,AK,2011,52,28900,02016
ALEUTIANS WEST,AK,2012,35,18800,02016
ALEXANDER,IL,2006,383,112900,17003
ALEXANDER,IL,2007,310,127500,17003
ALEXANDER,IL,2008,418,180390,17003
ALEXANDER,IL,2009,228,117700,17003
ALEXANDER,IL,2010,169,134100,17003
ALEXANDER,IL,2011,193,172000,17003
ALEXANDER,IL,2012,151,154400,17003
ALEXANDER,NC,2006,3139,1104800,37003
ALEXANDER,NC,2007,3794,1229380,37003
ALEXANDER,NC,2008,4273,1330050,37003
ALEXANDER,NC,2009,4291,1400830,37003
ALEXANDER,NC,2010,4958,1571800,37003
ALEXANDER,NC,2011,4811,1661320,37003
ALEXANDER,NC,2012,4741,1709780,37003
ALEXANDRIA CITY,VA,2006,4171,1321972,51510
ALEXANDRIA CITY,VA,2007,4792,1536327,51510
ALEXANDRIA CITY,VA,2008,4973,1645200,51510
ALEXANDRIA CITY,VA,2009,5249,1825720,51510
ALEXANDRIA CITY,VA,2010,5505,2018320,51510
ALEXANDRIA CITY,VA,2011,5521,2103620,51510
ALEXANDRIA CITY,VA,2012,6187,2198340,51510
ALFALFA,OK,2006,269,54140,40003
ALFALFA,OK,2007,266,55530,40003
ALFALFA,OK,2008,336,73280,40003
ALFALFA,OK,2009,385,80860,40003
ALFALFA,OK,2010,447,93500,40003
ALFALFA,OK,2011,576,115360,40003
ALFALFA,OK,2012,627,135020,40003
ALGER,MI,2006,454,321000,26003
ALGER,MI,2007,472,325000,26003
ALGER,MI,2008,446,318060,26003
ALGER,MI,2009,755,333700,26003
ALGER,MI,2010,803,378730,26003
ALGER,MI,2011,911,407600,26003
ALGER,MI,2012,927,402900,26003
ALLAMAKEE,IA,2006,460,149900,19005
ALLAMAKEE,IA,2007,553,191200,19005
ALLAMAKEE,IA,2008,601,221700,19005
ALLAMAKEE,IA,2009,426,251900,19005
ALLAMAKEE,IA,2010,510,292300,19005
ALLAMAKEE,IA,2011,637,366600,19005
ALLAMAKEE,IA,2012,624,347500,19005
ALLEGAN,MI,2006,5207,1992250,26005
ALLEGAN,MI,2007,5942,2328700,26005
ALLEGAN,MI,2008,6891,2488600,26005
ALLEGAN,MI,2009,7409,2751030,26005
ALLEGAN,MI,2010,8026,2954090,26005
ALLEGAN,MI,2011,8861,3373590,26005
ALLEGAN,MI,2012,8532,3610430,26005
ALLEGANY,MD,2006,9329,3371670,24001
ALLEGANY,MD,2007,10172,3634570,24001
ALLEGANY,MD,2008,11169,3954160,24001
ALLEGANY,MD,2009,11318,4409110,24001
ALLEGANY,MD,2010,12180,4592010,24001
ALLEGANY,MD,2011,12661,4964820,24001
ALLEGANY,MD,2012,12567,4807590,24001
ALLEGANY,NY,2006,3747,1477890,36003
ALLEGANY,NY,2007,3986,1584460,36003
ALLEGANY,NY,2008,3930,1457860,36003
ALLEGANY,NY,2009,3787,1531500,36003
ALLEGANY,NY,2010,4218,1653140,36003
ALLEGANY,NY,2011,4311,1774790,36003
ALLEGANY,NY,2012,4427,1748080,36003
ALLEGHANY,NC,2006,961,354410,37005
ALLEGHANY,NC,2007,1011,388780,37005
ALLEGHANY,NC,2008,844,365860,37005
ALLEGHANY,NC,2009,1019,424500,37005
ALLEGHANY,NC,2010,1185,467850,37005
ALLEGHANY,NC,2011,1353,536730,37005
ALLEGHANY,NC,2012,1223,480010,37005
ALLEGHANY,VA,2006,948,300820,51005
ALLEGHANY,VA,2007,1053,357420,51005
ALLEGHANY,VA,2008,1119,403360,51005
ALLEGHANY,VA,2009,1263,475550,51005
ALLEGHANY,VA,2010,1271,522240,51005
ALLEGHANY,VA,2011,1409,610060,51005
ALLEGHANY,VA,2012,1959,678100,51005
ALLEGHENY,PA,2006,105961,40283841.5,42003
ALLEGHENY,PA,2007,114411,45088094,42003
ALLEGHENY,PA,2008,124050,49271661,42003
ALLEGHENY,PA,2009,124867,51273430,42003
ALLEGHENY,PA,2010,125984,49036922,42003
ALLEGHENY,PA,2011,134139,52260134,42003
ALLEGHENY,PA,2012,141483,51502170,42003
ALLEN,IN,2006,18344,6316442,18003
ALLEN,IN,2007,22009,7781420,18003
ALLEN,IN,2008,24900,8868210,18003
ALLEN,IN,2009,27724,10400413,18003
ALLEN,IN,2010,31575,11711100,18003
ALLEN,IN,2011,35245,13369735,18003
ALLEN,IN,2012,39966,14166782,18003
ALLEN,KS,2006,1765,547500,20001
ALLEN,KS,2007,1966,573200,20001
ALLEN,KS,2008,2285,660100,20001
ALLEN,KS,2009,2569,741800,20001
ALLEN,KS,2010,2831,792600,20001
ALLEN,KS,2011,3338,944900,20001
ALLEN,KS,2012,3146,990900,20001
ALLEN,KY,2006,1374,907500,21003
ALLEN,KY,2007,1381,1197400,21003
ALLEN,KY,2008,1663,1380730,21003
ALLEN,KY,2009,1544,1473300,21003
ALLEN,KY,2010,1547,1394930,21003
ALLEN,KY,2011,1637,1580300,21003
ALLEN,KY,2012,1613,1538190,21003
ALLEN,LA,2006,3232,1046180,22003
ALLEN,LA,2007,3453,1121780,22003
ALLEN,LA,2008,3852,1172140,22003
ALLEN,LA,2009,3629,1199330,22003
ALLEN,LA,2010,3698,1223480,22003
ALLEN,LA,2011,4390,1438170,22003
ALLEN,LA,2012,4627,1461800,22003
ALLEN,OH,2006,6370,2294100,39003
ALLEN,OH,2007,6622,2713810,39003
ALLEN,OH,2008,7117,3087850,39003
ALLEN,OH,2009,7485,3243990,39003
ALLEN,OH,2010,8643,3673340,39003
ALLEN,OH,2011,9442,4029060,39003
ALLEN,OH,2012,9192,3873830,39003
ALLENDALE,SC,2006,487,143890,45005
ALLENDALE,SC,2007,533,170860,45005
ALLENDALE,SC,2008,667,282420,45005
ALLENDALE,SC,2009,612,242680,45005
ALLENDALE,SC,2010,688,270840,45005
ALLENDALE,SC,2011,902,344660,45005
ALLENDALE,SC,2012,943,376760,45005
ALPENA,MI,2006,4360,1204400,26007
ALPENA,MI,2007,4515,1212200,26007
ALPENA,MI,2008,4748,1308540,26007
ALPENA,MI,2009,4847,1423020,26007
ALPENA,MI,2010,5150,1609710,26007
ALPENA,MI,2011,5272,1791020,26007
ALPENA,MI,2012,4713,1908320,26007
ALPINE,CA,2006,1,100,06003
ALPINE,CA,2008,1,200,06003
ALPINE,CA,2009,6,3750,06003
ALPINE,CA,2010,3,3150,06003
ALPINE,CA,2011,1,600,06003
ALPINE,CA,2012,1,100,06003
AMADOR,CA,2006,5057,2056490,06005
AMADOR,CA,2007,5031,2323280,06005
AMADOR,CA,2008,5177,2466060,06005
AMADOR,CA,2009,5323,2620200,06005
AMADOR,CA,2010,5563,2671300,06005
AMADOR,CA,2011,5729,2884780,06005
AMADOR,CA,2012,4976,3087350,06005
AMELIA,VA,2006,543,168300,51007
AMELIA,VA,2007,623,208030,51007
AMELIA,VA,2008,580,210600,51007
AMELIA,VA,2009,683,227400,51007
AMELIA,VA,2010,683,221260,51007
AMELIA,VA,2011,779,277770,51007
AMELIA,VA,2012,814,271350,51007
AMHERST,VA,2006,1483,559100,51009
AMHERST,VA,2007,1609,631330,51009
AMHERST,VA,2008,1732,750360,51009
AMHERST,VA,2009,1820,838660,51009
AMHERST,VA,2010,1929,843560,51009
AMHERST,VA,2011,2157,1014280,51009
AMHERST,VA,2012,2011,984150,51009
AMITE,MS,2006,850,220200,28005
AMITE,MS,2007,807,235200,28005
AMITE,MS,2008,877,229190,28005
AMITE,MS,2009,921,241590,28005
AMITE,MS,2010,965,273530,28005
AMITE,MS,2011,958,285500,28005
AMITE,MS,2012,970,335100,28005
ANASCO,PR,2006,231,79400,NA
ANASCO,PR,2007,213,77860,NA
ANASCO,PR,2008,233,84800,NA
ANASCO,PR,2009,249,86180,NA
ANASCO,PR,2010,287,100020,NA
ANASCO,PR,2011,256,98770,NA
ANASCO,PR,2012,225,83030,NA
ANCHORAGE,AK,2006,25146,7167856,02020
ANCHORAGE,AK,2007,26548,7948533,02020
ANCHORAGE,AK,2008,27163,8625112,02020
ANCHORAGE,AK,2009,27142,9173088,02020
ANCHORAGE,AK,2010,26710,9382410,02020
ANCHORAGE,AK,2011,27076,9897346,02020
ANCHORAGE,AK,2012,25022,10098618,02020
ANDERSON,KS,2006,416,179000,20003
ANDERSON,KS,2007,514,204500,20003
ANDERSON,KS,2008,558,202570,20003
ANDERSON,KS,2009,519,192400,20003
ANDERSON,KS,2010,636,210260,20003
ANDERSON,KS,2011,782,245200,20003
ANDERSON,KS,2012,730,259500,20003
ANDERSON,KY,2006,2433,801300,21005
ANDERSON,KY,2007,2925,1020190,21005
ANDERSON,KY,2008,3035,1154790,21005
ANDERSON,KY,2009,3081,1180110,21005
ANDERSON,KY,2010,3098,1194110,21005
ANDERSON,KY,2011,3454,1393180,21005
ANDERSON,KY,2012,3106,1443630,21005
ANDERSON,SC,2006,15148,6720690,45007
ANDERSON,SC,2007,16578,7369290,45007
ANDERSON,SC,2008,17762,8150680,45007
ANDERSON,SC,2009,17777,9122013,45007
ANDERSON,SC,2010,19170,9469135,45007
ANDERSON,SC,2011,19881,10281684,45007
ANDERSON,SC,2012,21093,10543170,45007
ANDERSON,TN,2006,11948,5065930,47001
ANDERSON,TN,2007,12708,5354720,47001
ANDERSON,TN,2008,14350,5800560,47001
ANDERSON,TN,2009,15784,6275920,47001
ANDERSON,TN,2010,16374,6296700,47001
ANDERSON,TN,2011,17152,6753920,47001
ANDERSON,TN,2012,17951,7053360,47001
ANDERSON,TX,2006,7027,2209130,48001
ANDERSON,TX,2007,6006,2148570,48001
ANDERSON,TX,2008,5937,2296470,48001
ANDERSON,TX,2009,5864,2348990,48001
ANDERSON,TX,2010,6123,2445130,48001
ANDERSON,TX,2011,6715,2740100,48001
ANDERSON,TX,2012,6078,2672540,48001
ANDREW,MO,2006,1231,234440,29003
ANDREW,MO,2007,1219,265850,29003
ANDREW,MO,2008,1291,308800,29003
ANDREW,MO,2009,1166,295600,29003
ANDREW,MO,2010,1167,315180,29003
ANDREW,MO,2011,1391,382450,29003
ANDREW,MO,2012,1977,473080,29003
ANDREWS,TX,2006,521,246600,48003
ANDREWS,TX,2007,685,274080,48003
ANDREWS,TX,2008,735,320200,48003
ANDREWS,TX,2009,825,331510,48003
ANDREWS,TX,2010,934,367330,48003
ANDREWS,TX,2011,1047,415720,48003
ANDREWS,TX,2012,1196,481510,48003
ANDROSCOGGIN,ME,2006,7649,3441000,23001
ANDROSCOGGIN,ME,2007,8709,4086890,23001
ANDROSCOGGIN,ME,2008,9274,4521200,23001
ANDROSCOGGIN,ME,2009,10625,5065900,23001
ANDROSCOGGIN,ME,2010,12254,5811250,23001
ANDROSCOGGIN,ME,2011,12418,6358950,23001
ANDROSCOGGIN,ME,2012,11405,5929940,23001
ANGELINA,TX,2006,6490,3070975,48005
ANGELINA,TX,2007,7891,3472800,48005
ANGELINA,TX,2008,8570,4016760,48005
ANGELINA,TX,2009,8587,4286080,48005
ANGELINA,TX,2010,8579,4319439,48005
ANGELINA,TX,2011,9113,4789710,48005
ANGELINA,TX,2012,8173,4693270,48005
ANNE ARUNDEL,MD,2006,46414,14376402,24003
ANNE ARUNDEL,MD,2007,49241,15836968,24003
ANNE ARUNDEL,MD,2008,48461,16671976,24003
ANNE ARUNDEL,MD,2009,49570,18239025,24003
ANNE ARUNDEL,MD,2010,51401,19151845,24003
ANNE ARUNDEL,MD,2011,50834,20354650,24003
ANNE ARUNDEL,MD,2012,49450,19928983,24003
ANOKA,MN,2006,15156,6290185,27003
ANOKA,MN,2007,15939,7031887,27003
ANOKA,MN,2008,16065,7591755,27003
ANOKA,MN,2009,17749,8133950,27003
ANOKA,MN,2010,21430,9176630,27003
ANOKA,MN,2011,23352,9722650,27003
ANOKA,MN,2012,24819,9820030,27003
ANSON,NC,2006,2246,561040,37007
ANSON,NC,2007,2701,661810,37007
ANSON,NC,2008,2849,761020,37007
ANSON,NC,2009,3156,872950,37007
ANSON,NC,2010,3537,940930,37007
ANSON,NC,2011,3802,1001630,37007
ANSON,NC,2012,3670,1063540,37007
ANTELOPE,NE,2006,127,39200,31003
ANTELOPE,NE,2007,137,40000,31003
ANTELOPE,NE,2008,180,48900,31003
ANTELOPE,NE,2009,190,56700,31003
ANTELOPE,NE,2010,254,68900,31003
ANTELOPE,NE,2011,238,92820,31003
ANTELOPE,NE,2012,223,95080,31003
ANTRIM,MI,2006,1692,521250,26009
ANTRIM,MI,2007,1823,575730,26009
ANTRIM,MI,2008,2110,636490,26009
ANTRIM,MI,2009,2201,696530,26009
ANTRIM,MI,2010,2319,745370,26009
ANTRIM,MI,2011,2228,756780,26009
ANTRIM,MI,2012,2058,820200,26009
APACHE,AZ,2006,1217,482385,04001
APACHE,AZ,2007,1304,542560,04001
APACHE,AZ,2008,1437,610700,04001
APACHE,AZ,2009,1515,720230,04001
APACHE,AZ,2010,1492,758420,04001
APACHE,AZ,2011,1368,746650,04001
APACHE,AZ,2012,1256,760850,04001
APPANOOSE,IA,2006,1618,408500,19007
APPANOOSE,IA,2007,1978,428400,19007
APPANOOSE,IA,2008,2096,465320,19007
APPANOOSE,IA,2009,2004,452700,19007
APPANOOSE,IA,2010,2441,514100,19007
APPANOOSE,IA,2011,2607,605100,19007
APPANOOSE,IA,2012,2308,635100,19007
APPLING,GA,2006,1409,518440,13001
APPLING,GA,2007,1530,582360,13001
APPLING,GA,2008,1895,635860,13001
APPLING,GA,2009,1978,715400,13001
APPLING,GA,2010,2698,998300,13001
APPLING,GA,2011,2702,1012980,13001
APPLING,GA,2012,2721,1083990,13001
APPOMATTOX,VA,2006,861,370300,51011
APPOMATTOX,VA,2007,884,416030,51011
APPOMATTOX,VA,2008,1097,532660,51011
APPOMATTOX,VA,2009,1269,606000,51011
APPOMATTOX,VA,2010,1743,722000,51011
APPOMATTOX,VA,2011,2282,829700,51011
APPOMATTOX,VA,2012,2614,963660,51011
ARANSAS,TX,2006,2133,734500,48007
ARANSAS,TX,2007,2541,948950,48007
ARANSAS,TX,2008,2494,989600,48007
ARANSAS,TX,2009,2547,1014920,48007
ARANSAS,TX,2010,2898,1110790,48007
ARANSAS,TX,2011,3114,1206540,48007
ARANSAS,TX,2012,3480,1294570,48007
ARAPAHOE,CO,2006,33900,10885143,08005
ARAPAHOE,CO,2007,38201,12388832,08005
ARAPAHOE,CO,2008,40859,13580223,08005
ARAPAHOE,CO,2009,42272,14713722,08005
ARAPAHOE,CO,2010,43081,15302062,08005
ARAPAHOE,CO,2011,44501,16363235,08005
ARAPAHOE,CO,2012,48097,16752670,08005
ARCHER,TX,2007,2,200,48009
ARCHER,TX,2012,1,100,48009
ARCHULETA,CO,2006,519,161100,08007
ARCHULETA,CO,2007,613,182700,08007
ARCHULETA,CO,2008,637,189600,08007
ARCHULETA,CO,2009,711,224600,08007
ARCHULETA,CO,2010,710,223520,08007
ARCHULETA,CO,2011,794,235800,08007
ARCHULETA,CO,2012,920,268000,08007
ARECIBO,PR,2006,534,281100,NA
ARECIBO,PR,2007,599,278030,NA
ARECIBO,PR,2008,567,252190,NA
ARECIBO,PR,2009,664,324640,NA
ARECIBO,PR,2010,825,511350,NA
ARECIBO,PR,2011,737,509710,NA
ARECIBO,PR,2012,619,463750,NA
ARENAC,MI,2006,1396,532900,26011
ARENAC,MI,2007,1578,599100,26011
ARENAC,MI,2008,1809,665300,26011
ARENAC,MI,2009,2097,800700,26011
ARENAC,MI,2010,2282,890280,26011
ARENAC,MI,2011,2355,1042010,26011
ARENAC,MI,2012,2002,1094180,26011
ARKANSAS,AR,2006,2181,754310,05001
ARKANSAS,AR,2007,2427,857180,05001
ARKANSAS,AR,2008,2510,940990,05001
ARKANSAS,AR,2009,2595,1017990,05001
ARKANSAS,AR,2010,2807,1133160,05001
ARKANSAS,AR,2011,2626,1173410,05001
ARKANSAS,AR,2012,2535,1188620,05001
ARLINGTON,VA,2006,5100,1460805,51013
ARLINGTON,VA,2007,5362,1545774,51013
ARLINGTON,VA,2008,5377,1620150,51013
ARLINGTON,VA,2009,5464,1751300,51013
ARLINGTON,VA,2010,5635,1852800,51013
ARLINGTON,VA,2011,6496,2067700,51013
